ConstituentID,DateAcquired,Gender,Gender_NM,Department,,Decade,MPD_A,MPD_M,MPD_NM,,M in 1960,NM in 1960,M in 2000,NM in 2000
34919,1981,male,male,Media and Performance,,,,,,,,,,
5110,1981,male,male,Architecture & Design,,,,,,,,,,
32253,1981,male,male,Media and Performance,,,,,,,,,,
6264,1981,male,male,Architecture & Design,,,,,,,,,,
34926,1981,male,male,Media and Performance,,,,,,,,,,
5446,1981,male,male,Drawings & Prints,,,,,,,,,,
2820,1981,male,male,Drawings & Prints,,,,,,,,,,
35579,1981,female,non-male,Media and Performance,,,,,,,,,,
4221,1981,male,male,Drawings & Prints,,,,,,,,,,
3953,1981,male,male,Drawings & Prints,,,,,,,,,,
144,1981,male,male,Drawings & Prints,,,,,,,,,,
2974,1981,male,male,Architecture & Design,,,,,,,,,,
2387,1981,male,male,Drawings & Prints,,,,,,,,,,
2132,1981,male,male,Drawings & Prints,,,,,,,,,,
2007,1981,male,male,Drawings & Prints,,,,,,,,,,
2797,1981,male,male,Architecture & Design,,,,,,,,,,
1700,1981,male,male,Drawings & Prints,,,,,,,,,,
1733,1981,male,male,Drawings & Prints,,,,,,,,,,
1542,1981,male,male,Drawings & Prints,,,,,,,,,,
1316,1981,male,male,Drawings & Prints,,,,,,,,,,
2858,1981,male,male,Drawings & Prints,,,,,,,,,,
689,1981,male,male,Drawings & Prints,,,,,,,,,,
1647,1981,male,male,Drawings & Prints,,,,,,,,,,
1916,1981,male,male,Drawings & Prints,,,,,,,,,,
2340,1981,male,male,Architecture & Design,,,,,,,,,,
2262,1981,female,non-male,Drawings & Prints,,,,,,,,,,
2257,1981,male,male,Architecture & Design,,,,,,,,,,
2026,1981,male,male,Architecture & Design,,,,,,,,,,
1699,1981,male,male,Architecture & Design,,,,,,,,,,
831,1981,male,male,Drawings & Prints,,,,,,,,,,
1548,1981,male,male,Photography,,,,,,,,,,
1432,1981,female,non-male,Photography,,,,,,,,,,
3150,1981,male,male,Photography,,,,,,,,,,
1458,1981,male,male,Photography,,,,,,,,,,
6482,1981,female,non-male,Architecture & Design,,,,,,,,,,
773,1981,female,non-male,Photography,,,,,,,,,,
4198,1981,male,male,Architecture & Design,,,,,,,,,,
4155,1981,male,male,Architecture & Design,,,,,,,,,,
3919,1981,male,male,Architecture & Design,,,,,,,,,,
35472,1981,male,male,Media and Performance,,,,,,,,,,
3870,1981,male,male,Architecture & Design,,,,,,,,,,
965,1981,male,male,Drawings & Prints,,,,,,,,,,
649,1981,male,male,Drawings & Prints,,,,,,,,,,
631,1981,male,male,Drawings & Prints,,,,,,,,,,
6005,1981,male,male,Drawings & Prints,,,,,,,,,,
5908,1981,male,male,Drawings & Prints,,,,,,,,,,
5545,1981,male,male,Drawings & Prints,,,,,,,,,,
5476,1981,male,male,Drawings & Prints,,,,,,,,,,
1810,1981,male,male,Photography,,,,,,,,,,
7,1981,male,male,Photography,,,,,,,,,,
41136,1981,male,male,Photography,,,,,,,,,,
5765,1981,male,male,Architecture & Design,,,,,,,,,,
87,1981,male,male,Photography,,,,,,,,,,
5096,1981,male,male,Architecture & Design,,,,,,,,,,
4540,1981,male,male,Architecture & Design,,,,,,,,,,
4468,1981,male,male,Architecture & Design,,,,,,,,,,
4393,1981,male,male,Architecture & Design,,,,,,,,,,
5600,1981,male,male,Architecture & Design,,,,,,,,,,
5693,1981,male,male,Architecture & Design,,,,,,,,,,
6547,1981,male,male,Architecture & Design,,,,,,,,,,
4130,1981,male,male,Architecture & Design,,,,,,,,,,
4097,1981,male,male,Architecture & Design,,,,,,,,,,
4094,1981,male,male,Architecture & Design,,,,,,,,,,
2359,1981,male,male,Architecture & Design,,,,,,,,,,
5438,1981,male,male,Architecture & Design,,,,,,,,,,
4241,1981,male,male,Architecture & Design,,,,,,,,,,
4749,1981,male,male,Architecture & Design,,,,,,,,,,
3573,1981,male,male,Architecture & Design,,,,,,,,,,
4223,1981,male,male,Architecture & Design,,,,,,,,,,
5069,1981,male,male,Architecture & Design,,,,,,,,,,
1010,1981,male,male,Architecture & Design,,,,,,,,,,
5075,1981,female,non-male,Architecture & Design,,,,,,,,,,
2517,1981,male,male,Photography,,,,,,,,,,
4472,1981,male,male,Drawings & Prints,,,,,,,,,,
3987,1981,male,male,Drawings & Prints,,,,,,,,,,
2282,1981,male,male,Photography,,,,,,,,,,
4818,1981,male,male,Architecture & Design,,,,,,,,,,
1216,1981,male,male,Photography,,,,,,,,,,
4364,1981,male,male,Architecture & Design,,,,,,,,,,
7204,1981,male,male,Architecture & Design,,,,,,,,,,
3869,1981,male,male,Drawings & Prints,,,,,,,,,,
240,1981,male,male,Drawings & Prints,,,,,,,,,,
4277,1981,male,male,Architecture & Design,,,,,,,,,,
2780,1981,male,male,Photography,,,,,,,,,,
510,1981,male,male,Photography,,,,,,,,,,
5742,1981,male,male,Photography,,,,,,,,,,
349,1981,female,non-male,Photography,,,,,,,,,,
6488,1981,male,male,Photography,,,,,,,,,,
446,1981,male,male,Photography,,,,,,,,,,
3184,1982,male,male,Drawings & Prints,,,,,,,,,,
4965,1982,male,male,Drawings & Prints,,,,,,,,,,
3317,1982,male,male,Drawings & Prints,,,,,,,,,,
35465,1982,female,non-male,Media and Performance,,,,,,,,,,
32427,1982,male,male,Media and Performance,,,,,,,,,,
3207,1982,male,male,Architecture & Design,,,,,,,,,,
3675,1982,female,non-male,Photography,,,,,,,,,,
4384,1982,male,male,Architecture & Design,,,,,,,,,,
4593,1982,male,male,Architecture & Design,,,,,,,,,,
4735,1982,female,non-male,Architecture & Design,,,,,,,,,,
241,1982,female,non-male,Architecture & Design,,,,,,,,,,
5114,1982,male,male,Photography,,,,,,,,,,
3519,1982,male,male,Photography,,,,,,,,,,
1553,1982,male,male,Drawings & Prints,,,,,,,,,,
6384,1982,male,male,Drawings & Prints,,,,,,,,,,
6408,1982,male,male,Drawings & Prints,,,,,,,,,,
5194,1982,male,male,Drawings & Prints,,,,,,,,,,
6585,1982,male,male,Architecture & Design,,,,,,,,,,
6807,1982,female,non-male,Media and Performance,,,,,,,,,,
6513,1982,male,male,Architecture & Design,,,,,,,,,,
739,1982,male,male,Photography,,,,,,,,,,
34832,1982,male,male,Media and Performance,,,,,,,,,,
750,1982,male,male,Photography,,,,,,,,,,
1226,1982,male,male,Photography,,,,,,,,,,
5950,1982,male,male,Architecture & Design,,,,,,,,,,
1237,1982,male,male,Photography,,,,,,,,,,
682,1982,male,male,Drawings & Prints,,,,,,,,,,
6583,1982,male,male,Drawings & Prints,,,,,,,,,,
5472,1982,female,non-male,Drawings & Prints,,,,,,,,,,
4832,1982,male,male,Drawings & Prints,,,,,,,,,,
3881,1982,male,male,Drawings & Prints,,,,,,,,,,
2218,1982,male,male,Drawings & Prints,,,,,,,,,,
1592,1982,male,male,Photography,,,,,,,,,,
5552,1982,male,male,Photography,,,,,,,,,,
5392,1982,female,non-male,Photography,,,,,,,,,,
4959,1982,male,male,Photography,,,,,,,,,,
3630,1982,male,male,Photography,,,,,,,,,,
5668,1982,male,male,Architecture & Design,,,,,,,,,,
2212,1982,male,male,Photography,,,,,,,,,,
5715,1982,male,male,Photography,,,,,,,,,,
2500,1982,male,male,Photography,,,,,,,,,,
840,1982,male,male,Architecture & Design,,,,,,,,,,
1889,1982,male,male,Drawings & Prints,,,,,,,,,,
35455,1982,male,male,Media and Performance,,,,,,,,,,
6486,1982,male,male,Architecture & Design,,,,,,,,,,
6093,1982,male,male,Architecture & Design,,,,,,,,,,
2895,1982,female,non-male,Drawings & Prints,,,,,,,,,,
3092,1982,male,male,Drawings & Prints,,,,,,,,,,
2659,1982,male,male,Architecture & Design,,,,,,,,,,
458,1982,male,male,Photography,,,,,,,,,,
5592,1982,male,male,Architecture & Design,,,,,,,,,,
286,1982,male,male,Architecture & Design,,,,,,,,,,
4183,1982,male,male,Photography,,,,,,,,,,
2495,1982,male,male,Painting & Sculpture,,,,,,,,,,
534,1982,male,male,Painting & Sculpture,,,,,,,,,,
603,1982,male,male,Painting & Sculpture,,,,,,,,,,
1873,1982,male,male,Drawings & Prints,,,,,,,,,,
1100,1982,male,male,Drawings & Prints,,,,,,,,,,
3277,1982,female,non-male,Drawings & Prints,,,,,,,,,,
3227,1982,male,male,Drawings & Prints,,,,,,,,,,
2934,1982,male,male,Drawings & Prints,,,,,,,,,,
1874,1982,male,male,Drawings & Prints,,,,,,,,,,
4520,1982,male,male,Drawings & Prints,,,,,,,,,,
4396,1982,male,male,Drawings & Prints,,,,,,,,,,
5403,1982,female,non-male,Drawings & Prints,,,,,,,,,,
4913,1982,male,male,Drawings & Prints,,,,,,,,,,
803,1982,male,male,Photography,,,,,,,,,,
4702,1982,female,non-male,Painting & Sculpture,,,,,,,,,,
1111,1982,male,male,Photography,,,,,,,,,,
4768,1982,male,male,Photography,,,,,,,,,,
4289,1982,male,male,Drawings & Prints,,,,,,,,,,
417,1982,male,male,Photography,,,,,,,,,,
136,1982,male,male,Photography,,,,,,,,,,
6006,1982,male,male,Photography,,,,,,,,,,
3502,1982,male,male,Drawings & Prints,,,,,,,,,,
67,1982,male,male,Photography,,,,,,,,,,
5769,1982,male,male,Photography,,,,,,,,,,
5482,1982,male,male,Photography,,,,,,,,,,
1425,1982,male,male,Painting & Sculpture,,,,,,,,,,
642,1982,male,male,Photography,,,,,,,,,,
4923,1982,female,non-male,Photography,,,,,,,,,,
5807,1982,male,male,Painting & Sculpture,,,,,,,,,,
5339,1982,female,non-male,Photography,,,,,,,,,,
490,1982,male,male,Photography,,,,,,,,,,
6400,1982,male,male,Photography,,,,,,,,,,
1552,1982,male,male,Photography,,,,,,,,,,
3167,1982,male,male,Drawings & Prints,,,,,,,,,,
4270,1982,female,non-male,Photography,,,,,,,,,,
3000,1982,male,male,Drawings & Prints,,,,,,,,,,
184,1982,male,male,Photography,,,,,,,,,,
266,1982,male,male,Photography,,,,,,,,,,
562,1982,male,male,Photography,,,,,,,,,,
643,1982,male,male,Photography,,,,,,,,,,
4879,1982,male,male,Photography,,,,,,,,,,
4619,1982,male,male,Photography,,,,,,,,,,
3547,1982,male,male,Photography,,,,,,,,,,
1607,1982,male,male,Photography,,,,,,,,,,
4161,1982,male,male,Photography,,,,,,,,,,
1967,1982,male,male,Photography,,,,,,,,,,
524,1982,male,male,Photography,,,,,,,,,,
222,1982,male,male,Photography,,,,,,,,,,
35908,1982,male,male,Media and Performance,,,,,,,,,,
749,1982,male,male,Photography,,,,,,,,,,
1337,1982,male,male,Photography,,,,,,,,,,
1755,1982,male,male,Photography,,,,,,,,,,
3450,1982,male,male,Photography,,,,,,,,,,
3461,1982,male,male,Photography,,,,,,,,,,
35909,1982,female,non-male,Media and Performance,,,,,,,,,,
3693,1982,male,male,Photography,,,,,,,,,,
2510,1982,male,male,Photography,,,,,,,,,,
656,1982,male,male,Photography,,,,,,,,,,
5850,1982,male,male,Photography,,,,,,,,,,
6303,1982,male,male,Drawings & Prints,,,,,,,,,,
1499,1982,male,male,Photography,,,,,,,,,,
959,1983,male,male,Photography,,,,,,,,,,
119,1983,male,male,Photography,,,,,,,,,,
3649,1983,male,male,Architecture & Design,,,,,,,,,,
5314,1983,male,male,Photography,,,,,,,,,,
6548,1983,male,male,Architecture & Design,,,,,,,,,,
5377,1983,male,male,Drawings & Prints,,,,,,,,,,
35,1983,female,non-male,Architecture & Design,,,,,,,,,,
5943,1983,male,male,Drawings & Prints,,,,,,,,,,
457,1983,male,male,Architecture & Design,,,,,,,,,,
1895,1983,male,male,Architecture & Design,,,,,,,,,,
4947,1983,male,male,Drawings & Prints,,,,,,,,,,
2385,1983,female,non-male,Architecture & Design,,,,,,,,,,
2480,1983,male,male,Architecture & Design,,,,,,,,,,
5105,1983,male,male,Architecture & Design,,,,,,,,,,
6375,1983,male,male,Photography,,,,,,,,,,
5447,1983,male,male,Photography,,,,,,,,,,
5745,1983,male,male,Architecture & Design,,,,,,,,,,
7170,1983,male,male,Architecture & Design,,,,,,,,,,
5327,1983,male,male,Photography,,,,,,,,,,
5120,1983,male,male,Photography,,,,,,,,,,
2641,1983,male,male,Architecture & Design,,,,,,,,,,
7221,1983,male,male,Architecture & Design,,,,,,,,,,
5748,1983,male,male,Architecture & Design,,,,,,,,,,
99,1983,female,non-male,Photography,,,,,,,,,,
5565,1983,male,male,Architecture & Design,,,,,,,,,,
5893,1983,male,male,Architecture & Design,,,,,,,,,,
6219,1983,male,male,Architecture & Design,,,,,,,,,,
6236,1983,male,male,Architecture & Design,,,,,,,,,,
1954,1983,male,male,Photography,,,,,,,,,,
4123,1983,male,male,Architecture & Design,,,,,,,,,,
5362,1983,male,male,Architecture & Design,,,,,,,,,,
2390,1983,male,male,Photography,,,,,,,,,,
2323,1983,male,male,Photography,,,,,,,,,,
5285,1983,male,male,Architecture & Design,,,,,,,,,,
2246,1983,female,non-male,Photography,,,,,,,,,,
3424,1983,male,male,Architecture & Design,,,,,,,,,,
976,1983,male,male,Architecture & Design,,,,,,,,,,
1229,1983,female,non-male,Architecture & Design,,,,,,,,,,
686,1983,male,male,Drawings & Prints,,,,,,,,,,
3810,1983,male,male,Photography,,,,,,,,,,
6134,1983,female,non-male,Photography,,,,,,,,,,
5980,1983,male,male,Photography,,,,,,,,,,
5759,1983,male,male,Photography,,,,,,,,,,
5717,1983,male,male,Photography,,,,,,,,,,
5678,1983,female,non-male,Photography,,,,,,,,,,
403,1983,male,male,Photography,,,,,,,,,,
5325,1983,female,non-male,Photography,,,,,,,,,,
820,1983,male,male,Architecture & Design,,,,,,,,,,
5079,1983,male,male,Photography,,,,,,,,,,
4025,1983,male,male,Photography,,,,,,,,,,
633,1983,male,male,Architecture & Design,,,,,,,,,,
4467,1983,male,male,Photography,,,,,,,,,,
564,1983,male,male,Architecture & Design,,,,,,,,,,
4808,1983,male,male,Photography,,,,,,,,,,
3226,1983,male,male,Photography,,,,,,,,,,
3144,1983,male,male,Photography,,,,,,,,,,
3005,1983,male,male,Photography,,,,,,,,,,
2936,1983,male,male,Photography,,,,,,,,,,
6237,1983,female,non-male,Photography,,,,,,,,,,
23519,1983,male,male,Painting & Sculpture,,,,,,,,,,
3883,1983,male,male,Photography,,,,,,,,,,
5232,1983,male,male,Architecture & Design,,,,,,,,,,
6376,1983,male,male,Photography,,,,,,,,,,
3592,1983,male,male,Drawings & Prints,,,,,,,,,,
5843,1983,male,male,Photography,,,,,,,,,,
4013,1983,male,male,Drawings & Prints,,,,,,,,,,
5573,1983,male,male,Photography,,,,,,,,,,
4748,1983,male,male,Architecture & Design,,,,,,,,,,
2148,1983,female,non-male,Drawings & Prints,,,,,,,,,,
2210,1983,male,male,Photography,,,,,,,,,,
1742,1983,male,male,Photography,,,,,,,,,,
1403,1983,male,male,Photography,,,,,,,,,,
5926,1983,male,male,Architecture & Design,,,,,,,,,,
2307,1983,male,male,Photography,,,,,,,,,,
2502,1983,male,male,Architecture & Design,,,,,,,,,,
2414,1983,male,male,Architecture & Design,,,,,,,,,,
2172,1983,male,male,Architecture & Design,,,,,,,,,,
1798,1983,male,male,Architecture & Design,,,,,,,,,,
3061,1983,male,male,Photography,,,,,,,,,,
1570,1983,male,male,Architecture & Design,,,,,,,,,,
2507,1983,male,male,Architecture & Design,,,,,,,,,,
4040,1983,male,male,Architecture & Design,,,,,,,,,,
5124,1983,male,male,Drawings & Prints,,,,,,,,,,
3441,1983,male,male,Architecture & Design,,,,,,,,,,
385,1983,male,male,Architecture & Design,,,,,,,,,,
1129,1983,male,male,Photography,,,,,,,,,,
5463,1983,male,male,Architecture & Design,,,,,,,,,,
892,1983,male,male,Photography,,,,,,,,,,
4916,1983,male,male,Architecture & Design,,,,,,,,,,
1119,1983,male,male,Photography,,,,,,,,,,
2126,1983,male,male,Photography,,,,,,,,,,
6467,1983,male,male,Architecture & Design,,,,,,,,,,
3694,1983,male,male,Photography,,,,,,,,,,
6326,1983,male,male,Architecture & Design,,,,,,,,,,
996,1983,female,non-male,Photography,,,,,,,,,,
2370,1983,male,male,Photography,,,,,,,,,,
4133,1983,male,male,Architecture & Design,,,,,,,,,,
34910,1983,male,male,Media and Performance,,,,,,,,,,
34853,1983,female,non-male,Media and Performance,,,,,,,,,,
34875,1983,male,male,Media and Performance,,,,,,,,,,
34803,1983,male,male,Media and Performance,,,,,,,,,,
1603,1983,male,male,Photography,,,,,,,,,,
34878,1983,male,male,Media and Performance,,,,,,,,,,
34805,1983,male,male,Media and Performance,,,,,,,,,,
986,1983,male,male,Architecture & Design,,,,,,,,,,
1213,1983,female,non-male,Architecture & Design,,,,,,,,,,
1384,1983,male,male,Architecture & Design,,,,,,,,,,
3581,1983,male,male,Architecture & Design,,,,,,,,,,
61,1983,female,non-male,Painting & Sculpture,,,,,,,,,,
1292,1983,female,non-male,Photography,,,,,,,,,,
3836,1983,male,male,Architecture & Design,,,,,,,,,,
2430,1983,male,male,Architecture & Design,,,,,,,,,,
2597,1983,male,male,Architecture & Design,,,,,,,,,,
3017,1983,male,male,Architecture & Design,,,,,,,,,,
3057,1983,male,male,Architecture & Design,,,,,,,,,,
3306,1983,male,male,Architecture & Design,,,,,,,,,,
3307,1983,male,male,Architecture & Design,,,,,,,,,,
2883,1983,male,male,Drawings & Prints,,,,,,,,,,
3889,1983,male,male,Drawings & Prints,,,,,,,,,,
3086,1983,male,male,Drawings & Prints,,,,,,,,,,
4550,1983,male,male,Drawings & Prints,,,,,,,,,,
4185,1983,female,non-male,Drawings & Prints,,,,,,,,,,
806,1983,male,male,Drawings & Prints,,,,,,,,,,
1350,1983,male,male,Painting & Sculpture,,,,,,,,,,
634,1983,female,non-male,Drawings & Prints,,,,,,,,,,
845,1983,male,male,Drawings & Prints,,,,,,,,,,
4491,1983,male,male,Drawings & Prints,,,,,,,,,,
4598,1983,female,non-male,Drawings & Prints,,,,,,,,,,
76,1983,male,male,Painting & Sculpture,,,,,,,,,,
752,1983,male,male,Drawings & Prints,,,,,,,,,,
6416,1983,female,non-male,Painting & Sculpture,,,,,,,,,,
3266,1983,female,non-male,Painting & Sculpture,,,,,,,,,,
4344,1983,male,male,Painting & Sculpture,,,,,,,,,,
4160,1983,male,male,Drawings & Prints,,,,,,,,,,
1404,1983,male,male,Painting & Sculpture,,,,,,,,,,
4187,1984,male,male,Drawings & Prints,,,,,,,,,,
503,1984,male,male,Photography,,,,,,,,,,
5982,1984,female,non-male,Photography,,,,,,,,,,
231,1984,female,non-male,Photography,,,,,,,,,,
7417,1984,male,male,Architecture & Design,,,,,,,,,,
443,1984,male,male,Photography,,,,,,,,,,
4738,1984,male,male,Architecture & Design,,,,,,,,,,
5890,1984,male,male,Architecture & Design,,,,,,,,,,
1557,1984,male,male,Media and Performance,,,,,,,,,,
32209,1984,female,non-male,Media and Performance,,,,,,,,,,
4868,1984,male,male,Photography,,,,,,,,,,
290,1984,male,male,Photography,,,,,,,,,,
35485,1984,male,male,Media and Performance,,,,,,,,,,
34929,1984,male,male,Media and Performance,,,,,,,,,,
1541,1984,male,male,Architecture & Design,,,,,,,,,,
32372,1984,female,non-male,Media and Performance,,,,,,,,,,
4251,1984,male,male,Drawings & Prints,,,,,,,,,,
35530,1984,male,male,Media and Performance,,,,,,,,,,
35574,1984,male,male,Media and Performance,,,,,,,,,,
4726,1984,male,male,Architecture & Design,,,,,,,,,,
34938,1984,male,male,Media and Performance,,,,,,,,,,
1538,1984,female,non-male,Drawings & Prints,,,,,,,,,,
370,1984,male,male,Drawings & Prints,,,,,,,,,,
145,1984,male,male,Drawings & Prints,,,,,,,,,,
5473,1984,male,male,Architecture & Design,,,,,,,,,,
697,1984,male,male,Photography,,,,,,,,,,
34882,1984,female,non-male,Media and Performance,,,,,,,,,,
34908,1984,female,non-male,Media and Performance,,,,,,,,,,
34842,1984,female,non-male,Media and Performance,,,,,,,,,,
34843,1984,male,male,Media and Performance,,,,,,,,,,
33737,1984,male,male,Media and Performance,,,,,,,,,,
2848,1984,male,male,Architecture & Design,,,,,,,,,,
34823,1984,female,non-male,Media and Performance,,,,,,,,,,
3311,1984,male,male,Architecture & Design,,,,,,,,,,
581,1984,female,non-male,Photography,,,,,,,,,,
31069,1984,male,male,Media and Performance,,,,,,,,,,
35613,1984,female,non-male,Media and Performance,,,,,,,,,,
35482,1984,male,male,Media and Performance,,,,,,,,,,
35517,1984,male,male,Media and Performance,,,,,,,,,,
1725,1984,male,male,Photography,,,,,,,,,,
2436,1984,female,non-male,Photography,,,,,,,,,,
35529,1984,female,non-male,Media and Performance,,,,,,,,,,
35547,1984,male,male,Media and Performance,,,,,,,,,,
35501,1984,male,male,Media and Performance,,,,,,,,,,
34830,1984,male,male,Media and Performance,,,,,,,,,,
4373,1984,female,non-male,Photography,,,,,,,,,,
4955,1984,male,male,Photography,,,,,,,,,,
35475,1984,female,non-male,Media and Performance,,,,,,,,,,
35912,1984,female,non-male,Media and Performance,,,,,,,,,,
34888,1984,male,male,Media and Performance,,,,,,,,,,
35580,1984,female,non-male,Media and Performance,,,,,,,,,,
3976,1984,male,male,Photography,,,,,,,,,,
35506,1984,male,male,Media and Performance,,,,,,,,,,
35468,1984,female,non-male,Media and Performance,,,,,,,,,,
2687,1984,male,male,Photography,,,,,,,,,,
35515,1984,male,male,Media and Performance,,,,,,,,,,
2711,1984,male,male,Photography,,,,,,,,,,
3910,1984,male,male,Architecture & Design,,,,,,,,,,
27,1984,male,male,Architecture & Design,,,,,,,,,,
205,1984,female,non-male,Drawings & Prints,,,,,,,,,,
2806,1984,male,male,Photography,,,,,,,,,,
3554,1984,male,male,Photography,,,,,,,,,,
4138,1984,male,male,Photography,,,,,,,,,,
4900,1984,male,male,Photography,,,,,,,,,,
5635,1984,male,male,Photography,,,,,,,,,,
5081,1984,male,male,Architecture & Design,,,,,,,,,,
2247,1984,male,male,Drawings & Prints,,,,,,,,,,
2290,1984,male,male,Painting & Sculpture,,,,,,,,,,
4758,1984,male,male,Painting & Sculpture,,,,,,,,,,
2280,1984,male,male,Architecture & Design,,,,,,,,,,
862,1984,female,non-male,Architecture & Design,,,,,,,,,,
3176,1984,male,male,Painting & Sculpture,,,,,,,,,,
3113,1984,male,male,Drawings & Prints,,,,,,,,,,
2281,1984,male,male,Drawings & Prints,,,,,,,,,,
2253,1984,male,male,Drawings & Prints,,,,,,,,,,
3119,1984,male,male,Architecture & Design,,,,,,,,,,
3217,1984,male,male,Architecture & Design,,,,,,,,,,
3488,1984,male,male,Architecture & Design,,,,,,,,,,
6132,1984,male,male,Architecture & Design,,,,,,,,,,
2082,1984,male,male,Painting & Sculpture,,,,,,,,,,
5596,1984,male,male,Drawings & Prints,,,,,,,,,,
1612,1984,male,male,Photography,,,,,,,,,,
2907,1984,male,male,Drawings & Prints,,,,,,,,,,
1914,1984,female,non-male,Photography,,,,,,,,,,
32297,1984,male,male,Media and Performance,,,,,,,,,,
32331,1984,female,non-male,Media and Performance,,,,,,,,,,
28741,1984,male,male,Media and Performance,,,,,,,,,,
5702,1984,female,non-male,Painting & Sculpture,,,,,,,,,,
6518,1984,male,male,Architecture & Design,,,,,,,,,,
830,1984,male,male,Architecture & Design,,,,,,,,,,
5245,1984,male,male,Drawings & Prints,,,,,,,,,,
1876,1984,male,male,Drawings & Prints,,,,,,,,,,
269,1984,female,non-male,Drawings & Prints,,,,,,,,,,
5030,1984,female,non-male,Photography,,,,,,,,,,
35570,1984,female,non-male,Media and Performance,,,,,,,,,,
3250,1984,male,male,Architecture & Design,,,,,,,,,,
5564,1984,female,non-male,Drawings & Prints,,,,,,,,,,
2493,1984,male,male,Photography,,,,,,,,,,
3497,1984,male,male,Drawings & Prints,,,,,,,,,,
4335,1984,male,male,Architecture & Design,,,,,,,,,,
2008,1984,male,male,Photography,,,,,,,,,,
4639,1984,male,male,Architecture & Design,,,,,,,,,,
1899,1984,male,male,Photography,,,,,,,,,,
275,1984,male,male,Photography,,,,,,,,,,
5568,1985,male,male,Drawings & Prints,,,,,,,,,,
3038,1985,female,non-male,Drawings & Prints,,,,,,,,,,
4510,1985,male,male,Drawings & Prints,,,,,,,,,,
5852,1985,male,male,Photography,,,,,,,,,,
4699,1985,male,male,Drawings & Prints,,,,,,,,,,
3906,1985,male,male,Drawings & Prints,,,,,,,,,,
6567,1985,female,non-male,Drawings & Prints,,,,,,,,,,
4534,1985,female,non-male,Photography,,,,,,,,,,
6145,1985,male,male,Painting & Sculpture,,,,,,,,,,
6083,1985,male,male,Drawings & Prints,,,,,,,,,,
1512,1985,male,male,Drawings & Prints,,,,,,,,,,
4253,1985,female,non-male,Drawings & Prints,,,,,,,,,,
2998,1985,male,male,Drawings & Prints,,,,,,,,,,
232,1985,male,male,Drawings & Prints,,,,,,,,,,
3399,1985,male,male,Drawings & Prints,,,,,,,,,,
1044,1985,male,male,Painting & Sculpture,,,,,,,,,,
343,1985,female,non-male,Photography,,,,,,,,,,
1652,1985,male,male,Drawings & Prints,,,,,,,,,,
279,1985,male,male,Drawings & Prints,,,,,,,,,,
3719,1985,male,male,Photography,,,,,,,,,,
2250,1985,male,male,Painting & Sculpture,,,,,,,,,,
310,1985,male,male,Painting & Sculpture,,,,,,,,,,
485,1985,male,male,Painting & Sculpture,,,,,,,,,,
1657,1985,male,male,Photography,,,,,,,,,,
3118,1985,male,male,Drawings & Prints,,,,,,,,,,
1743,1985,male,male,Photography,,,,,,,,,,
1726,1985,female,non-male,Photography,,,,,,,,,,
1139,1985,female,non-male,Photography,,,,,,,,,,
3794,1985,female,non-male,Painting & Sculpture,,,,,,,,,,
1456,1985,male,male,Painting & Sculpture,,,,,,,,,,
2109,1985,male,male,Photography,,,,,,,,,,
3420,1985,male,male,Photography,,,,,,,,,,
6385,1985,male,male,Photography,,,,,,,,,,
356,1985,male,male,Photography,,,,,,,,,,
3934,1985,male,male,Photography,,,,,,,,,,
456,1985,female,non-male,Photography,,,,,,,,,,
1423,1985,male,male,Photography,,,,,,,,,,
1996,1985,male,male,Drawings & Prints,,,,,,,,,,
4105,1985,male,male,Painting & Sculpture,,,,,,,,,,
5076,1985,male,male,Architecture & Design,,,,,,,,,,
5820,1985,male,male,Drawings & Prints,,,,,,,,,,
4506,1985,male,male,Photography,,,,,,,,,,
1157,1985,male,male,Photography,,,,,,,,,,
1302,1985,male,male,Photography,,,,,,,,,,
396,1985,male,male,Drawings & Prints,,,,,,,,,,
2781,1985,male,male,Painting & Sculpture,,,,,,,,,,
6615,1985,female,non-male,Drawings & Prints,,,,,,,,,,
6332,1985,male,male,Drawings & Prints,,,,,,,,,,
1017,1985,male,male,Drawings & Prints,,,,,,,,,,
857,1985,male,male,Drawings & Prints,,,,,,,,,,
5704,1985,male,male,Drawings & Prints,,,,,,,,,,
5700,1985,male,male,Drawings & Prints,,,,,,,,,,
33942,1985,male,male,Drawings & Prints,,,,,,,,,,
433,1985,male,male,Drawings & Prints,,,,,,,,,,
202,1985,male,male,Drawings & Prints,,,,,,,,,,
7409,1985,male,male,Drawings & Prints,,,,,,,,,,
116,1985,male,male,Drawings & Prints,,,,,,,,,,
4839,1985,male,male,Photography,,,,,,,,,,
1843,1985,female,non-male,Photography,,,,,,,,,,
1997,1985,female,non-male,Photography,,,,,,,,,,
2449,1985,male,male,Photography,,,,,,,,,,
40398,1985,male,male,Drawings & Prints,,,,,,,,,,
5266,1985,male,male,Painting & Sculpture,,,,,,,,,,
2927,1985,male,male,Architecture & Design,,,,,,,,,,
545,1985,male,male,Drawings & Prints,,,,,,,,,,
2061,1985,male,male,Drawings & Prints,,,,,,,,,,
7808,1985,male,male,Drawings & Prints,,,,,,,,,,
632,1985,male,male,Architecture & Design,,,,,,,,,,
3234,1985,female,non-male,Drawings & Prints,,,,,,,,,,
34802,1985,male,male,Media and Performance,,,,,,,,,,
2277,1985,male,male,Painting & Sculpture,,,,,,,,,,
