ConstituentID,DateAcquired,Gender,Gender_NM,Department,,Decade,MPD_A,MPD_M,MPD_NM,,M in 1960,NM in 1960,M in 2000,NM in 2000
3865,1959,male,male,Drawings & Prints,,,,,,,,,,
5199,1959,male,male,Painting & Sculpture,,,,,,,,,,
3835,1959,male,male,Photography,,,,,,,,,,
3965,1959,male,male,Photography,,,,,,,,,,
5957,1959,male,male,Photography,,,,,,,,,,
2834,1959,male,male,Photography,,,,,,,,,,
5330,1959,male,male,Photography,,,,,,,,,,
4382,1959,female,non-male,Photography,,,,,,,,,,
6000,1959,male,male,Photography,,,,,,,,,,
4380,1959,male,male,Photography,,,,,,,,,,
6253,1959,male,male,Photography,,,,,,,,,,
6256,1959,male,male,Photography,,,,,,,,,,
4213,1959,male,male,Photography,,,,,,,,,,
4199,1959,male,male,Photography,,,,,,,,,,
3972,1959,male,male,Photography,,,,,,,,,,
790,1959,male,male,Drawings & Prints,,,,,,,,,,
5895,1959,male,male,Photography,,,,,,,,,,
5746,1959,male,male,Photography,,,,,,,,,,
5798,1959,male,male,Photography,,,,,,,,,,
5772,1959,male,male,Photography,,,,,,,,,,
5775,1959,male,male,Photography,,,,,,,,,,
5722,1959,male,male,Photography,,,,,,,,,,
5527,1959,male,male,Photography,,,,,,,,,,
5801,1959,male,male,Photography,,,,,,,,,,
2643,1959,male,male,Photography,,,,,,,,,,
2475,1959,male,male,Photography,,,,,,,,,,
2833,1959,male,male,Photography,,,,,,,,,,
2445,1959,male,male,Photography,,,,,,,,,,
2027,1959,male,male,Photography,,,,,,,,,,
730,1959,male,male,Drawings & Prints,,,,,,,,,,
2025,1959,male,male,Photography,,,,,,,,,,
2570,1959,male,male,Painting & Sculpture,,,,,,,,,,
3971,1959,female,non-male,Photography,,,,,,,,,,
3294,1959,male,male,Photography,,,,,,,,,,
3211,1959,male,male,Photography,,,,,,,,,,
2851,1959,male,male,Photography,,,,,,,,,,
3495,1959,male,male,Painting & Sculpture,,,,,,,,,,
5640,1959,male,male,Painting & Sculpture,,,,,,,,,,
2850,1959,male,male,Photography,,,,,,,,,,
6493,1959,male,male,Photography,,,,,,,,,,
4409,1959,male,male,Photography,,,,,,,,,,
1804,1959,male,male,Photography,,,,,,,,,,
6515,1959,male,male,Photography,,,,,,,,,,
4386,1959,male,male,Photography,,,,,,,,,,
1117,1959,female,non-male,Drawings & Prints,,,,,,,,,,
6044,1959,male,male,Photography,,,,,,,,,,
2980,1959,male,male,Photography,,,,,,,,,,
5329,1959,male,male,Photography,,,,,,,,,,
5399,1959,male,male,Photography,,,,,,,,,,
1573,1959,male,male,Photography,,,,,,,,,,
2020,1959,male,male,Photography,,,,,,,,,,
3580,1959,male,male,Drawings & Prints,,,,,,,,,,
6070,1959,male,male,Photography,,,,,,,,,,
746,1959,male,male,Painting & Sculpture,,,,,,,,,,
4466,1959,male,male,Photography,,,,,,,,,,
2439,1959,male,male,Painting & Sculpture,,,,,,,,,,
2516,1959,male,male,Drawings & Prints,,,,,,,,,,
1072,1959,male,male,Photography,,,,,,,,,,
2868,1959,female,non-male,Photography,,,,,,,,,,
6154,1959,male,male,Drawings & Prints,,,,,,,,,,
6213,1959,female,non-male,Drawings & Prints,,,,,,,,,,
5992,1959,male,male,Drawings & Prints,,,,,,,,,,
1385,1959,male,male,Painting & Sculpture,,,,,,,,,,
2761,1959,male,male,Drawings & Prints,,,,,,,,,,
2555,1959,male,male,Painting & Sculpture,,,,,,,,,,
2450,1959,male,male,Drawings & Prints,,,,,,,,,,
238,1959,male,male,Architecture & Design,,,,,,,,,,
2435,1959,female,non-male,Drawings & Prints,,,,,,,,,,
8210,1959,male,male,Photography,,,,,,,,,,
432,1959,male,male,Architecture & Design,,,,,,,,,,
4406,1959,male,male,Photography,,,,,,,,,,
2979,1959,male,male,Drawings & Prints,,,,,,,,,,
1707,1959,male,male,Photography,,,,,,,,,,
2733,1959,male,male,Photography,,,,,,,,,,
6170,1959,male,male,Photography,,,,,,,,,,
1594,1959,female,non-male,Photography,,,,,,,,,,
1834,1959,male,male,Photography,,,,,,,,,,
248,1959,male,male,Photography,,,,,,,,,,
5522,1959,male,male,Drawings & Prints,,,,,,,,,,
8084,1959,male,male,Photography,,,,,,,,,,
1593,1959,female,non-male,Photography,,,,,,,,,,
2242,1959,male,male,Painting & Sculpture,,,,,,,,,,
4928,1959,male,male,Photography,,,,,,,,,,
1460,1959,male,male,Photography,,,,,,,,,,
5882,1959,male,male,Painting & Sculpture,,,,,,,,,,
708,1959,male,male,Painting & Sculpture,,,,,,,,,,
4895,1959,male,male,Photography,,,,,,,,,,
5836,1959,male,male,Photography,,,,,,,,,,
5650,1959,male,male,Photography,,,,,,,,,,
3894,1959,male,male,Painting & Sculpture,,,,,,,,,,
17572,1959,male,male,Photography,,,,,,,,,,
448,1959,male,male,Photography,,,,,,,,,,
2037,1959,male,male,Photography,,,,,,,,,,
3192,1959,male,male,Painting & Sculpture,,,,,,,,,,
1312,1959,male,male,Photography,,,,,,,,,,
5036,1959,male,male,Painting & Sculpture,,,,,,,,,,
1398,1959,male,male,Photography,,,,,,,,,,
5022,1959,male,male,Painting & Sculpture,,,,,,,,,,
1371,1959,male,male,Photography,,,,,,,,,,
5925,1959,male,male,Photography,,,,,,,,,,
5966,1959,male,male,Photography,,,,,,,,,,
5348,1959,male,male,Painting & Sculpture,,,,,,,,,,
6272,1959,male,male,Photography,,,,,,,,,,
1052,1959,male,male,Painting & Sculpture,,,,,,,,,,
4390,1959,male,male,Drawings & Prints,,,,,,,,,,
6287,1959,male,male,Photography,,,,,,,,,,
5718,1959,male,male,Architecture & Design,,,,,,,,,,
17697,1959,male,male,Photography,,,,,,,,,,
6251,1959,male,male,Photography,,,,,,,,,,
18151,1959,male,male,Photography,,,,,,,,,,
4092,1959,male,male,Drawings & Prints,,,,,,,,,,
4200,1959,male,male,Drawings & Prints,,,,,,,,,,
2343,1959,male,male,Photography,,,,,,,,,,
6296,1959,female,non-male,Photography,,,,,,,,,,
2024,1959,male,male,Drawings & Prints,,,,,,,,,,
956,1959,male,male,Photography,,,,,,,,,,
4153,1959,male,male,Painting & Sculpture,,,,,,,,,,
5809,1959,male,male,Painting & Sculpture,,,,,,,,,,
2086,1959,male,male,Photography,,,,,,,,,,
4218,1959,male,male,Painting & Sculpture,,,,,,,,,,
1070,1959,male,male,Photography,,,,,,,,,,
2255,1959,male,male,Photography,,,,,,,,,,
3948,1959,male,male,Photography,,,,,,,,,,
52,1959,male,male,Drawings & Prints,,,,,,,,,,
2638,1959,male,male,Painting & Sculpture,,,,,,,,,,
3055,1959,male,male,Painting & Sculpture,,,,,,,,,,
5683,1959,male,male,Painting & Sculpture,,,,,,,,,,
1581,1959,male,male,Photography,,,,,,,,,,
6500,1959,female,non-male,Photography,,,,,,,,,,
6535,1959,male,male,Photography,,,,,,,,,,
2322,1959,female,non-male,Painting & Sculpture,,,,,,,,,,
6172,1959,female,non-male,Photography,,,,,,,,,,
5272,1959,male,male,Photography,,,,,,,,,,
5364,1959,male,male,Photography,,,,,,,,,,
1651,1959,male,male,Photography,,,,,,,,,,
3109,1959,male,male,Drawings & Prints,,,,,,,,,,
3174,1959,male,male,Drawings & Prints,,,,,,,,,,
5248,1959,male,male,Photography,,,,,,,,,,
4128,1959,male,male,Photography,,,,,,,,,,
4389,1959,male,male,Photography,,,,,,,,,,
3175,1959,male,male,Drawings & Prints,,,,,,,,,,
5505,1959,male,male,Photography,,,,,,,,,,
6230,1959,male,male,Photography,,,,,,,,,,
4503,1960,male,male,Painting & Sculpture,,,,,,,,,,
1326,1960,male,male,Painting & Sculpture,,,,,,,,,,
3753,1960,male,male,Drawings & Prints,,,,,,,,,,
6388,1960,female,non-male,Painting & Sculpture,,,,,,,,,,
2107,1960,female,non-male,Painting & Sculpture,,,,,,,,,,
2852,1960,male,male,Drawings & Prints,,,,,,,,,,
651,1960,male,male,Drawings & Prints,,,,,,,,,,
2832,1960,female,non-male,Drawings & Prints,,,,,,,,,,
1248,1960,male,male,Drawings & Prints,,,,,,,,,,
22284,1960,male,male,Painting & Sculpture,,,,,,,,,,
85,1960,male,male,Drawings & Prints,,,,,,,,,,
5994,1960,male,male,Drawings & Prints,,,,,,,,,,
5393,1960,female,non-male,Painting & Sculpture,,,,,,,,,,
3244,1960,male,male,Photography,,,,,,,,,,
670,1960,female,non-male,Painting & Sculpture,,,,,,,,,,
3156,1960,male,male,Photography,,,,,,,,,,
4307,1960,male,male,Photography,,,,,,,,,,
1221,1960,male,male,Painting & Sculpture,,,,,,,,,,
5964,1960,male,male,Drawings & Prints,,,,,,,,,,
2906,1960,male,male,Painting & Sculpture,,,,,,,,,,
3330,1960,male,male,Photography,,,,,,,,,,
3862,1960,male,male,Photography,,,,,,,,,,
5244,1960,male,male,Drawings & Prints,,,,,,,,,,
3652,1960,male,male,Photography,,,,,,,,,,
4345,1960,male,male,Painting & Sculpture,,,,,,,,,,
648,1960,male,male,Painting & Sculpture,,,,,,,,,,
2541,1960,female,non-male,Photography,,,,,,,,,,
2524,1960,male,male,Photography,,,,,,,,,,
3765,1960,male,male,Drawings & Prints,,,,,,,,,,
5483,1960,male,male,Photography,,,,,,,,,,
3166,1960,male,male,Drawings & Prints,,,,,,,,,,
7139,1960,male,male,Architecture & Design,,,,,,,,,,
2730,1960,male,male,Architecture & Design,,,,,,,,,,
2631,1960,female,non-male,Architecture & Design,,,,,,,,,,
698,1960,male,male,Photography,,,,,,,,,,
478,1960,male,male,Architecture & Design,,,,,,,,,,
4693,1960,male,male,Drawings & Prints,,,,,,,,,,
3766,1960,male,male,Architecture & Design,,,,,,,,,,
700,1960,male,male,Photography,,,,,,,,,,
763,1960,male,male,Photography,,,,,,,,,,
6117,1960,male,male,Architecture & Design,,,,,,,,,,
5859,1960,male,male,Photography,,,,,,,,,,
4034,1960,male,male,Architecture & Design,,,,,,,,,,
7133,1960,male,male,Architecture & Design,,,,,,,,,,
2085,1960,male,male,Architecture & Design,,,,,,,,,,
4781,1960,male,male,Drawings & Prints,,,,,,,,,,
2554,1960,male,male,Drawings & Prints,,,,,,,,,,
612,1960,male,male,Drawings & Prints,,,,,,,,,,
1235,1960,male,male,Architecture & Design,,,,,,,,,,
4427,1960,male,male,Drawings & Prints,,,,,,,,,,
807,1960,female,non-male,Painting & Sculpture,,,,,,,,,,
797,1960,male,male,Photography,,,,,,,,,,
6354,1960,male,male,Drawings & Prints,,,,,,,,,,
4275,1960,male,male,Architecture & Design,,,,,,,,,,
3930,1960,male,male,Architecture & Design,,,,,,,,,,
6403,1960,male,male,Architecture & Design,,,,,,,,,,
4158,1960,male,male,Architecture & Design,,,,,,,,,,
5153,1960,male,male,Drawings & Prints,,,,,,,,,,
6142,1960,male,male,Photography,,,,,,,,,,
6183,1960,female,non-male,Photography,,,,,,,,,,
5519,1960,male,male,Painting & Sculpture,,,,,,,,,,
1125,1960,male,male,Architecture & Design,,,,,,,,,,
732,1960,male,male,Architecture & Design,,,,,,,,,,
3177,1960,male,male,Drawings & Prints,,,,,,,,,,
6126,1960,female,non-male,Photography,,,,,,,,,,
4617,1960,male,male,Painting & Sculpture,,,,,,,,,,
2685,1960,male,male,Painting & Sculpture,,,,,,,,,,
2136,1960,male,male,Architecture & Design,,,,,,,,,,
2560,1960,male,male,Architecture & Design,,,,,,,,,,
1172,1960,male,male,Painting & Sculpture,,,,,,,,,,
3974,1960,male,male,Architecture & Design,,,,,,,,,,
276,1960,male,male,Painting & Sculpture,,,,,,,,,,
200,1960,male,male,Painting & Sculpture,,,,,,,,,,
28214,1960,male,male,Architecture & Design,,,,,,,,,,
3379,1960,male,male,Painting & Sculpture,,,,,,,,,,
3142,1960,male,male,Architecture & Design,,,,,,,,,,
3480,1960,male,male,Architecture & Design,,,,,,,,,,
5900,1960,male,male,Painting & Sculpture,,,,,,,,,,
567,1960,male,male,Painting & Sculpture,,,,,,,,,,
6539,1960,male,male,Architecture & Design,,,,,,,,,,
1314,1960,male,male,Architecture & Design,,,,,,,,,,
2088,1960,male,male,Photography,,,,,,,,,,
5929,1960,male,male,Architecture & Design,,,,,,,,,,
1421,1960,male,male,Photography,,,,,,,,,,
4313,1960,male,male,Drawings & Prints,,,,,,,,,,
1576,1960,male,male,Photography,,,,,,,,,,
43134,1960,male,male,Architecture & Design,,,,,,,,,,
2602,1960,male,male,Architecture & Design,,,,,,,,,,
747,1960,male,male,Architecture & Design,,,,,,,,,,
1254,1960,male,male,Painting & Sculpture,,,,,,,,,,
961,1960,male,male,Photography,,,,,,,,,,
3048,1960,male,male,Painting & Sculpture,,,,,,,,,,
1290,1960,male,male,Architecture & Design,,,,,,,,,,
4148,1960,male,male,Architecture & Design,,,,,,,,,,
5134,1961,male,male,Painting & Sculpture,,,,,,,,,,
5263,1961,male,male,Drawings & Prints,,,,,,,,,,
5935,1961,male,male,Drawings & Prints,,,,,,,,,,
2812,1961,male,male,Painting & Sculpture,,,,,,,,,,
3559,1961,male,male,Painting & Sculpture,,,,,,,,,,
5284,1961,male,male,Drawings & Prints,,,,,,,,,,
6424,1961,male,male,Drawings & Prints,,,,,,,,,,
6301,1961,male,male,Drawings & Prints,,,,,,,,,,
2489,1961,male,male,Drawings & Prints,,,,,,,,,,
6118,1961,male,male,Drawings & Prints,,,,,,,,,,
6406,1961,male,male,Drawings & Prints,,,,,,,,,,
2335,1961,male,male,Architecture & Design,,,,,,,,,,
5108,1961,male,male,Drawings & Prints,,,,,,,,,,
4798,1961,female,non-male,Architecture & Design,,,,,,,,,,
2420,1961,male,male,Photography,,,,,,,,,,
5150,1961,male,male,Drawings & Prints,,,,,,,,,,
3610,1961,male,male,Painting & Sculpture,,,,,,,,,,
2429,1961,male,male,Drawings & Prints,,,,,,,,,,
4397,1961,male,male,Painting & Sculpture,,,,,,,,,,
6401,1961,male,male,Photography,,,,,,,,,,
5913,1961,male,male,Drawings & Prints,,,,,,,,,,
4747,1961,male,male,Architecture & Design,,,,,,,,,,
1060,1961,male,male,Painting & Sculpture,,,,,,,,,,
5388,1961,male,male,Drawings & Prints,,,,,,,,,,
6207,1961,male,male,Painting & Sculpture,,,,,,,,,,
5614,1961,female,non-male,Drawings & Prints,,,,,,,,,,
6571,1961,male,male,Drawings & Prints,,,,,,,,,,
756,1961,male,male,Painting & Sculpture,,,,,,,,,,
5619,1961,male,male,Drawings & Prints,,,,,,,,,,
4441,1961,male,male,Painting & Sculpture,,,,,,,,,,
1187,1961,male,male,Painting & Sculpture,,,,,,,,,,
1174,1961,male,male,Painting & Sculpture,,,,,,,,,,
2582,1961,male,male,Drawings & Prints,,,,,,,,,,
3949,1961,male,male,Architecture & Design,,,,,,,,,,
5569,1961,male,male,Painting & Sculpture,,,,,,,,,,
8100,1961,male,male,Architecture & Design,,,,,,,,,,
5276,1961,male,male,Architecture & Design,,,,,,,,,,
2434,1961,male,male,Drawings & Prints,,,,,,,,,,
5701,1961,male,male,Painting & Sculpture,,,,,,,,,,
5333,1961,male,male,Painting & Sculpture,,,,,,,,,,
1926,1961,female,non-male,Painting & Sculpture,,,,,,,,,,
5233,1961,female,non-male,Drawings & Prints,,,,,,,,,,
2251,1961,male,male,Architecture & Design,,,,,,,,,,
5894,1961,male,male,Architecture & Design,,,,,,,,,,
1587,1961,male,male,Painting & Sculpture,,,,,,,,,,
2693,1961,male,male,Drawings & Prints,,,,,,,,,,
6040,1961,male,male,Drawings & Prints,,,,,,,,,,
3183,1961,male,male,Painting & Sculpture,,,,,,,,,,
1205,1961,male,male,Painting & Sculpture,,,,,,,,,,
1271,1961,male,male,Painting & Sculpture,,,,,,,,,,
3305,1961,male,male,Painting & Sculpture,,,,,,,,,,
4026,1961,female,non-male,Painting & Sculpture,,,,,,,,,,
2149,1961,male,male,Drawings & Prints,,,,,,,,,,
21940,1961,male,male,Painting & Sculpture,,,,,,,,,,
285,1961,male,male,Drawings & Prints,,,,,,,,,,
4419,1961,male,male,Painting & Sculpture,,,,,,,,,,
4672,1961,male,male,Drawings & Prints,,,,,,,,,,
3994,1961,male,male,Drawings & Prints,,,,,,,,,,
841,1961,male,male,Architecture & Design,,,,,,,,,,
3124,1961,male,male,Painting & Sculpture,,,,,,,,,,
3853,1961,male,male,Painting & Sculpture,,,,,,,,,,
321,1961,female,non-male,Drawings & Prints,,,,,,,,,,
1753,1961,male,male,Painting & Sculpture,,,,,,,,,,
127,1961,male,male,Drawings & Prints,,,,,,,,,,
3961,1961,male,male,Drawings & Prints,,,,,,,,,,
3249,1961,male,male,Painting & Sculpture,,,,,,,,,,
4122,1961,male,male,Painting & Sculpture,,,,,,,,,,
5932,1961,male,male,Drawings & Prints,,,,,,,,,,
829,1961,male,male,Drawings & Prints,,,,,,,,,,
6250,1961,female,non-male,Drawings & Prints,,,,,,,,,,
1748,1961,male,male,Drawings & Prints,,,,,,,,,,
3669,1961,male,male,Drawings & Prints,,,,,,,,,,
548,1961,male,male,Drawings & Prints,,,,,,,,,,
1727,1961,male,male,Architecture & Design,,,,,,,,,,
5042,1961,male,male,Architecture & Design,,,,,,,,,,
7403,1961,male,male,Architecture & Design,,,,,,,,,,
3904,1961,male,male,Drawings & Prints,,,,,,,,,,
6066,1961,male,male,Drawings & Prints,,,,,,,,,,
27660,1961,male,male,Photography,,,,,,,,,,
1173,1961,male,male,Drawings & Prints,,,,,,,,,,
5188,1961,male,male,Drawings & Prints,,,,,,,,,,
2971,1961,male,male,Drawings & Prints,,,,,,,,,,
1501,1961,male,male,Architecture & Design,,,,,,,,,,
3358,1961,male,male,Architecture & Design,,,,,,,,,,
1346,1961,male,male,Architecture & Design,,,,,,,,,,
2490,1961,male,male,Architecture & Design,,,,,,,,,,
693,1961,male,male,Painting & Sculpture,,,,,,,,,,
4394,1961,male,male,Architecture & Design,,,,,,,,,,
3101,1961,male,male,Architecture & Design,,,,,,,,,,
2391,1961,male,male,Drawings & Prints,,,,,,,,,,
1915,1961,male,male,Architecture & Design,,,,,,,,,,
4260,1961,female,non-male,Drawings & Prints,,,,,,,,,,
4731,1961,male,male,Drawings & Prints,,,,,,,,,,
6113,1961,male,male,Drawings & Prints,,,,,,,,,,
1848,1961,male,male,Architecture & Design,,,,,,,,,,
3475,1961,male,male,Drawings & Prints,,,,,,,,,,
3444,1961,male,male,Painting & Sculpture,,,,,,,,,,
1105,1961,male,male,Painting & Sculpture,,,,,,,,,,
3185,1961,male,male,Drawings & Prints,,,,,,,,,,
3169,1961,male,male,Drawings & Prints,,,,,,,,,,
3145,1961,male,male,Drawings & Prints,,,,,,,,,,
5917,1961,male,male,Painting & Sculpture,,,,,,,,,,
2991,1961,male,male,Drawings & Prints,,,,,,,,,,
1691,1961,male,male,Drawings & Prints,,,,,,,,,,
546,1961,female,non-male,Painting & Sculpture,,,,,,,,,,
3212,1961,female,non-male,Drawings & Prints,,,,,,,,,,
5781,1961,male,male,Painting & Sculpture,,,,,,,,,,
4028,1961,male,male,Drawings & Prints,,,,,,,,,,
1215,1961,male,male,Painting & Sculpture,,,,,,,,,,
291,1961,female,non-male,Painting & Sculpture,,,,,,,,,,
4482,1961,male,male,Drawings & Prints,,,,,,,,,,
585,1961,female,non-male,Drawings & Prints,,,,,,,,,,
2678,1961,male,male,Drawings & Prints,,,,,,,,,,
5028,1961,male,male,Drawings & Prints,,,,,,,,,,
1368,1961,male,male,Painting & Sculpture,,,,,,,,,,
5844,1961,male,male,Painting & Sculpture,,,,,,,,,,
1369,1961,male,male,Painting & Sculpture,,,,,,,,,,
2632,1961,male,male,Drawings & Prints,,,,,,,,,,
4853,1961,male,male,Painting & Sculpture,,,,,,,,,,
2682,1961,male,male,Drawings & Prints,,,,,,,,,,
3833,1961,female,non-male,Drawings & Prints,,,,,,,,,,
4855,1961,male,male,Drawings & Prints,,,,,,,,,,
4129,1961,female,non-male,Painting & Sculpture,,,,,,,,,,
1118,1961,female,non-male,Painting & Sculpture,,,,,,,,,,
2332,1961,male,male,Drawings & Prints,,,,,,,,,,
3383,1961,male,male,Drawings & Prints,,,,,,,,,,
3637,1961,male,male,Painting & Sculpture,,,,,,,,,,
777,1961,female,non-male,Photography,,,,,,,,,,
6188,1961,female,non-male,Drawings & Prints,,,,,,,,,,
245,1961,male,male,Photography,,,,,,,,,,
4295,1961,male,male,Drawings & Prints,,,,,,,,,,
787,1961,male,male,Painting & Sculpture,,,,,,,,,,
783,1962,male,male,Painting & Sculpture,,,,,,,,,,
167,1962,male,male,Painting & Sculpture,,,,,,,,,,
1625,1962,female,non-male,Painting & Sculpture,,,,,,,,,,
4790,1962,male,male,Painting & Sculpture,,,,,,,,,,
5849,1962,male,male,Painting & Sculpture,,,,,,,,,,
7146,1962,male,male,Architecture & Design,,,,,,,,,,
2291,1962,male,male,Painting & Sculpture,,,,,,,,,,
4823,1962,male,male,Drawings & Prints,,,,,,,,,,
2011,1962,male,male,Drawings & Prints,,,,,,,,,,
2227,1962,male,male,Drawings & Prints,,,,,,,,,,
2457,1962,male,male,Drawings & Prints,,,,,,,,,,
4245,1962,male,male,Drawings & Prints,,,,,,,,,,
4676,1962,male,male,Drawings & Prints,,,,,,,,,,
5321,1962,male,male,Drawings & Prints,,,,,,,,,,
3432,1962,male,male,Painting & Sculpture,,,,,,,,,,
2684,1962,female,non-male,Drawings & Prints,,,,,,,,,,
2240,1962,male,male,Painting & Sculpture,,,,,,,,,,
182,1962,female,non-male,Photography,,,,,,,,,,
1289,1962,male,male,Photography,,,,,,,,,,
1756,1962,male,male,Photography,,,,,,,,,,
1983,1962,male,male,Photography,,,,,,,,,,
6584,1962,male,male,Drawings & Prints,,,,,,,,,,
2491,1962,male,male,Painting & Sculpture,,,,,,,,,,
2329,1962,male,male,Photography,,,,,,,,,,
4500,1962,female,non-male,Photography,,,,,,,,,,
5548,1962,male,male,Painting & Sculpture,,,,,,,,,,
6246,1962,male,male,Painting & Sculpture,,,,,,,,,,
5598,1962,male,male,Architecture & Design,,,,,,,,,,
128,1962,male,male,Architecture & Design,,,,,,,,,,
2561,1962,male,male,Architecture & Design,,,,,,,,,,
26650,1962,male,male,Architecture & Design,,,,,,,,,,
4518,1962,male,male,Architecture & Design,,,,,,,,,,
5092,1962,male,male,Architecture & Design,,,,,,,,,,
5077,1962,male,male,Architecture & Design,,,,,,,,,,
7152,1962,male,male,Architecture & Design,,,,,,,,,,
1674,1962,male,male,Architecture & Design,,,,,,,,,,
767,1962,male,male,Drawings & Prints,,,,,,,,,,
3774,1962,female,non-male,Painting & Sculpture,,,,,,,,,,
4007,1962,male,male,Painting & Sculpture,,,,,,,,,,
1547,1962,male,male,Drawings & Prints,,,,,,,,,,
6131,1962,female,non-male,Architecture & Design,,,,,,,,,,
4411,1962,male,male,Architecture & Design,,,,,,,,,,
3366,1962,male,male,Architecture & Design,,,,,,,,,,
1838,1962,male,male,Architecture & Design,,,,,,,,,,
4578,1962,male,male,Drawings & Prints,,,,,,,,,,
934,1962,male,male,Drawings & Prints,,,,,,,,,,
2984,1962,male,male,Drawings & Prints,,,,,,,,,,
1351,1962,male,male,Drawings & Prints,,,,,,,,,,
4706,1962,male,male,Drawings & Prints,,,,,,,,,,
5458,1962,male,male,Drawings & Prints,,,,,,,,,,
2628,1962,male,male,Photography,,,,,,,,,,
4622,1962,male,male,Drawings & Prints,,,,,,,,,,
4637,1962,male,male,Drawings & Prints,,,,,,,,,,
6560,1962,male,male,Drawings & Prints,,,,,,,,,,
1567,1962,male,male,Drawings & Prints,,,,,,,,,,
3357,1962,male,male,Drawings & Prints,,,,,,,,,,
2213,1962,male,male,Drawings & Prints,,,,,,,,,,
5625,1962,male,male,Drawings & Prints,,,,,,,,,,
3702,1962,male,male,Drawings & Prints,,,,,,,,,,
3535,1962,male,male,Painting & Sculpture,,,,,,,,,,
5529,1962,male,male,Painting & Sculpture,,,,,,,,,,
414,1962,male,male,Painting & Sculpture,,,,,,,,,,
2427,1962,male,male,Drawings & Prints,,,,,,,,,,
2696,1962,male,male,Drawings & Prints,,,,,,,,,,
2964,1962,male,male,Architecture & Design,,,,,,,,,,
1283,1962,male,male,Photography,,,,,,,,,,
5043,1962,male,male,Drawings & Prints,,,,,,,,,,
4146,1962,male,male,Drawings & Prints,,,,,,,,,,
3880,1962,male,male,Painting & Sculpture,,,,,,,,,,
3394,1963,male,male,Photography,,,,,,,,,,
659,1963,male,male,Architecture & Design,,,,,,,,,,
3813,1963,male,male,Drawings & Prints,,,,,,,,,,
5443,1963,male,male,Painting & Sculpture,,,,,,,,,,
5491,1963,male,male,Drawings & Prints,,,,,,,,,,
4050,1963,male,male,Painting & Sculpture,,,,,,,,,,
4611,1963,male,male,Architecture & Design,,,,,,,,,,
4144,1963,male,male,Painting & Sculpture,,,,,,,,,,
3256,1963,male,male,Architecture & Design,,,,,,,,,,
610,1963,male,male,Painting & Sculpture,,,,,,,,,,
2705,1963,male,male,Architecture & Design,,,,,,,,,,
5228,1963,male,male,Architecture & Design,,,,,,,,,,
2170,1963,male,male,Drawings & Prints,,,,,,,,,,
2095,1963,male,male,Drawings & Prints,,,,,,,,,,
4615,1963,male,male,Drawings & Prints,,,,,,,,,,
3549,1963,male,male,Photography,,,,,,,,,,
1807,1963,male,male,Drawings & Prints,,,,,,,,,,
362,1963,male,male,Painting & Sculpture,,,,,,,,,,
2887,1963,male,male,Drawings & Prints,,,,,,,,,,
2159,1963,male,male,Painting & Sculpture,,,,,,,,,,
2926,1963,male,male,Painting & Sculpture,,,,,,,,,,
1669,1963,male,male,Drawings & Prints,,,,,,,,,,
2014,1963,female,non-male,Drawings & Prints,,,,,,,,,,
573,1963,male,male,Painting & Sculpture,,,,,,,,,,
7147,1963,male,male,Architecture & Design,,,,,,,,,,
4597,1963,male,male,Drawings & Prints,,,,,,,,,,
4612,1963,male,male,Architecture & Design,,,,,,,,,,
2564,1963,male,male,Photography,,,,,,,,,,
4831,1963,male,male,Drawings & Prints,,,,,,,,,,
4530,1963,male,male,Drawings & Prints,,,,,,,,,,
1767,1963,male,male,Painting & Sculpture,,,,,,,,,,
2226,1963,male,male,Drawings & Prints,,,,,,,,,,
6333,1963,male,male,Architecture & Design,,,,,,,,,,
5861,1963,female,non-male,Drawings & Prints,,,,,,,,,,
8294,1963,male,male,Painting & Sculpture,,,,,,,,,,
5265,1963,male,male,Painting & Sculpture,,,,,,,,,,
6318,1963,male,male,Painting & Sculpture,,,,,,,,,,
1057,1963,male,male,Drawings & Prints,,,,,,,,,,
3129,1963,male,male,Drawings & Prints,,,,,,,,,,
4943,1963,male,male,Painting & Sculpture,,,,,,,,,,
6423,1963,female,non-male,Drawings & Prints,,,,,,,,,,
1887,1963,male,male,Architecture & Design,,,,,,,,,,
3090,1963,male,male,Architecture & Design,,,,,,,,,,
2051,1963,male,male,Painting & Sculpture,,,,,,,,,,
5716,1963,male,male,Drawings & Prints,,,,,,,,,,
1246,1963,male,male,Drawings & Prints,,,,,,,,,,
30,1963,male,male,Architecture & Design,,,,,,,,,,
4820,1963,male,male,Architecture & Design,,,,,,,,,,
6350,1963,male,male,Architecture & Design,,,,,,,,,,
3864,1963,male,male,Drawings & Prints,,,,,,,,,,
5428,1963,female,non-male,Drawings & Prints,,,,,,,,,,
3863,1963,male,male,Drawings & Prints,,,,,,,,,,
664,1963,male,male,Drawings & Prints,,,,,,,,,,
4682,1963,male,male,Drawings & Prints,,,,,,,,,,
1203,1963,male,male,Drawings & Prints,,,,,,,,,,
2483,1963,male,male,Drawings & Prints,,,,,,,,,,
82,1963,male,male,Drawings & Prints,,,,,,,,,,
2459,1963,male,male,Architecture & Design,,,,,,,,,,
5274,1963,male,male,Architecture & Design,,,,,,,,,,
4691,1963,male,male,Painting & Sculpture,,,,,,,,,,
3798,1963,male,male,Architecture & Design,,,,,,,,,,
